Sequence id 	Synonyms	Description 	EC number 	WT expr 1	WT expr 2	CLA50 expr 1	CLA50 expr 2	Fold change	q-value	"significant +, q <0.0005"
SCLAV0358 		Cytochrome P450 		64	79	59	79	0.962	1.09E-01	no
SCLAV0359 		Hypothetical protein		96	99	76	74	0.771	4.90E-04	no
SCLAV0360 		subtilisin-like protease 		52	59	46	45	0.823	5.85E-03	no
SCLAV0361 		heat shock protein 90 		121	120	142	153	1.221	3.16E-03	no
SCLAV0363 		Sensor protein 	2.7.13.3	79	85	50	48	0.603	4.90E-04	no
SCLAV0364 		Putative two-component system response regulator 		89	96	70	59	0.696	1.19E-03	no
SCLAV0365 		Hypothetical protein		116	135	67	81	0.591	8.76E-04	no
SCLAV0366 		Putative peptidoglycan binding protein 		86	80	52	53	0.634	4.90E-04	no
SCLAV0367 		Putative ABC transporter ATP-binding protein 		37	30	3	14	0.243	1.63E-03	no
SCLAV0369 		transcription regulator AsnC 		81	69	31	23	0.361	4.90E-04	no
SCLAV0370 		putative aminobenzoyl-glutamate transporter 		87	84	37	31	0.402	4.90E-04	no
SCLAV0371 		carboxypeptidase G2 	3.4.17.11	31	34	14	11	0.391	7.86E-04	no
SCLAV0372 		O-methyltransferase family protein 		70	65	28	22	0.37	4.90E-04	no
SCLAV0373 		Cold shock protein 		1006	876	1278	1139	1.284	5.85E-03	no
SCLAV0374 		Putative DEAD-box RNA helicase 		110	113	64	60	0.56	4.90E-04	no
SCLAV0375 		Putative transcriptional regulatory protein 		291	321	423	420	1.378	4.90E-04	yes
SCLAV0376 		hydrolytic protein 		87	104	106	105	1.108	1.88E-01	no
SCLAV0377 		Herpes_BLLF1 multi-domain protein		44	48	43	46	0.965	1.09E-01	no
SCLAV0380 		Cell surface mucin-like protein 		162	186	229	236	1.336	1.28E-03	no
SCLAV0384 		Putative membrane protein 		65	68	41	49	0.678	1.19E-03	no
SCLAV0385 		Putative integral membrane protein 		65	65	46	57	0.794	5.85E-03	no
SCLAV0386 		putative FtsK/SpoIIIE family protein 		106	117	110	128	1.065	1.90E-01	no
SCLAV0388 		putative secreted subtilisin-like serine protease 		114	114	90	91	0.794	4.90E-04	no
SCLAV0389 		Putative sporulation protein K-like protein 		125	115	113	128	1.005	1.81E-01	no
SCLAV0390 		periplasmic binding protein 		109	108	99	98	0.907	1.28E-03	no
SCLAV0391 		iron compound ABC transporter permease protein 		90	86	70	65	0.767	9.98E-04	no
SCLAV0392 		putative iron ABC transporter permease protein 		76	79	60	78	0.893	3.21E-02	no
SCLAV0393 		"putative iron ABC transporter, ATP-binding protein "	3.6.3.34	57	53	62	58	1.09	1.88E-01	no
SCLAV0395 		"ABC-type multidrug transport system, ATPase and permease component "		82	93	89	92	1.03	1.84E-01	no
SCLAV0396 		"ABC-type multidrug transport system, ATPase and permease component "		42	45	40	48	1.019	1.81E-01	no
SCLAV0397 		ABC transporter related 	3.6.3.34	101	107	110	111	1.059	1.84E-01	no
SCLAV0398 		"Cobalamin/Fe3+-siderophores transport system, permease component "		38	53	42	51	1.022	1.81E-01	no
SCLAV0399 		"Cobalamin/Fe3+-siderophores transport system, permease component "		85	95	79	84	0.905	1.53E-02	no
SCLAV0400 		Putative ABC transporter substrate-binding protein 		43	32	34	38	0.951	1.09E-01	no
SCLAV0401 		Putative siderophore-interacting protein 		64	81	52	82	0.923	1.09E-01	no
SCLAV0402 		Putative AraC family transcriptional regulator 		59	61	43	48	0.755	1.63E-03	no
SCLAV0405 		SEFIR domain protein 		94	96	70	78	0.782	1.19E-03	no
SCLAV0406 		Hypothetical protein		77	84	70	77	0.915	2.21E-02	no
SCLAV0407 		Hypothetical protein		46	44	38	35	0.808	4.42E-03	no
SCLAV0408 		Hypothetical protein		69	77	50	60	0.754	3.66E-03	no
SCLAV0410 		DEAD/DEAH box helicase domain-containing protein 		61	64	36	46	0.657	1.63E-03	no
SCLAV0411 		Hypothetical protein		75	73	36	33	0.467	4.90E-04	no
SCLAV0412 		putative AfsR-like transcriptional regulator 		63	62	43	35	0.625	9.98E-04	no
SCLAV0415 		"Transcriptional regulator, tetR family "		32	29	30	31	1.003	1.56E-01	no
SCLAV0416 		RNA-directed DNA polymerase 	2.7.7.49	37	38	21	23	0.596	8.76E-04	no
SCLAV0418 		Putative transposase 		45	57	23	31	0.533	2.19E-03	no
SCLAV0419 		Putative transposase 		44	42	30	25	0.639	1.28E-03	no
SCLAV0420 		Putative transmembrane efflux protein 		24	26	17	15	0.636	3.16E-03	no
SCLAV0421 		major facilitator superfamily MFS_1 		30	30	17	22	0.655	3.66E-03	no
SCLAV0422 		NADH:flavin oxidoreductase 		52	53	37	42	0.752	2.19E-03	no
SCLAV0423 		Flavin dependent oxidoreductase 		41	42	30	25	0.657	1.63E-03	no
SCLAV0424 		Putative NADPH:quinone reductase 		72	62	29	34	0.477	7.86E-04	no
SCLAV0425 		"Transcriptional regulator, COG1309 "		58	53	38	49	0.79	7.63E-03	no
SCLAV0426 		TetR-type regulator 		101	103	79	76	0.762	4.90E-04	no
SCLAV0427 		Hypothetical protein		63	58	36	43	0.653	1.19E-03	no
SCLAV0428 		TetR-type regulator 		38	40	31	29	0.767	3.16E-03	no
SCLAV0429 		Molecular chaperone 		153	158	182	192	1.208	1.28E-03	no
SCLAV0432 		DUF2399 domain containing protein		82	74	64	64	0.824	3.16E-03	no
SCLAV0433 		Hypothetical protein		174	168	221	220	1.29	4.90E-04	yes
SCLAV0434 		DUF2398 domain containing protein		63	66	78	77	1.207	4.42E-03	no
SCLAV0435 		DUF2397 domain containing protein		205	204	324	296	1.518	4.90E-04	yes
SCLAV0440 		Hypothetical protein		113	120	135	146	1.205	7.63E-03	no
SCLAV0441 		NovD-like protein		112	103	148	140	1.341	1.03E-03	no
SCLAV0442 		sarcosine oxidase subunit beta 		84	82	107	97	1.228	1.53E-02	no
SCLAV0443 		Cytoplasmic protein 		104	115	117	124	1.1	1.84E-01	no
SCLAV0444 		Putative oxidoreductase 		122	135	89	93	0.706	7.86E-04	no
SCLAV0445 		ABC transporter ATP-binding protein 		128	124	116	104	0.869	4.42E-03	no
SCLAV0447 		FkbH like protein 		97	94	68	76	0.756	9.98E-04	no
SCLAV0449 		AMP-binding domain-containing protein 		101	102	85	76	0.792	1.28E-03	no
SCLAV0450 		Acyl-CoA dehydrogenase domain protein 		98	84	86	91	0.972	1.09E-01	no
SCLAV0451 	fadE	acyl-CoA dehydrogenase 		102	104	70	79	0.727	8.76E-04	no
SCLAV0452 		peptide carrier protein 		56	57	50	42	0.809	5.85E-03	no
SCLAV0453 		Polyketide synthase 		83	86	79	80	0.942	1.53E-02	no
SCLAV0454 		3-oxoacyl-(acyl-carrier-protein) synthase III 	2.3.1.180	100	97	78	79	0.802	6.56E-04	no
SCLAV0456 		Hydrolase superfamily dihydrolipoamide acyltransferase-like protein 		74	66	74	78	1.083	1.90E-01	no
SCLAV0457 		4'-phosphopantetheinyl transferase 		65	64	66	60	0.975	1.09E-01	no
SCLAV0459 		Alpha/beta hydrolase of unknown function		61	57	48	45	0.791	2.63E-03	no
SCLAV0460 		Putative hydrolase 		73	70	50	49	0.694	4.90E-04	no
SCLAV0461 		UPF0167 protein Rv2295/MT2352 		55	59	51	49	0.875	7.63E-03	no
SCLAV0462 		Putative regulatory protein (AfsR-like protein) 		58	72	37	45	0.629	2.63E-03	no
SCLAV0463 	avaA	Putative gamma-butyrolactone biosynthesis protein 		87	87	59	58	0.669	4.90E-04	no
SCLAV0464 		Ferredoxin 		64	63	43	49	0.729	1.19E-03	no
SCLAV0465 		Putative oxidoreductase 	1.2.7.3	186	196	202	196	1.041	1.88E-01	no
SCLAV0466 		Oxidoreductase 	1.2.7.3	253	259	249	247	0.968	1.04E-02	no
SCLAV0467 		SMP-30/gluconolaconase/LRE domain-containing protein 		24	18	17	19	0.854	4.50E-02	no
SCLAV0468 		Putative membrane protein 		47	38	33	40	0.856	3.21E-02	no
SCLAV0470 		"Monooxygenase, FAD-binding "		47	46	33	31	0.695	8.76E-04	no
SCLAV0471 	avaA	gamma-butyrolactone biosynthesis protein 		55	53	51	54	0.966	6.92E-02	no
SCLAV0472 		LuxR response regulator receiver 		804	773	769	778	0.981	3.21E-02	no
SCLAV0473 		Putative two-component sensory kinase 		65	68	55	74	0.974	1.09E-01	no
SCLAV0474 		Goadsporin biosynthetic protein 		58	62	60	58	0.991	1.09E-01	no
SCLAV0475 		goadsporin biosynthetic protein		41	56	55	52	1.095	1.88E-01	no
SCLAV0476 		Hypothetical protein		80	83	85	86	1.05	1.88E-01	no
SCLAV0477 		SARP family pathway specific regulatory protein 		39	31	47	35	1.164	1.90E-01	no
SCLAV0478 		thioesterase domain protein		75	70	65	73	0.949	6.92E-02	no
SCLAV0479 		Integral membrane protein 		110	117	105	105	0.924	1.04E-02	no
SCLAV0480 		major facilitator superfamily permease 		70	71	58	61	0.852	2.19E-03	no
SCLAV0481 		Putative 3-oxoacyl-ACP synthase III 	2.3.1.180	78	85	74	74	0.905	1.04E-02	no
SCLAV0482 		AMP-dependent synthetase and ligase 		61	67	63	65	0.999	1.56E-01	no
SCLAV0483 		Decarboxylase 	4.1.1.20	65	68	64	73	1.027	1.84E-01	no
SCLAV0484 		Putative 3-oxoacyl-ACP synthase III 	2.3.1.180	60	58	79	66	1.229	1.56E-01	no
SCLAV0485 		Putative membrane protein 		103	92	148	125	1.4	1.04E-02	no
SCLAV0486 	cypA	cytochrome P450-like enzyme 	1.14.-.-	39	42	38	41	0.983	1.09E-01	no
SCLAV0487 		"Monooxygenase, FAD-binding "		85	86	78	84	0.948	3.21E-02	no
SCLAV0488 		Cyclase/dehydrase 		32	33	31	31	0.961	6.92E-02	no
SCLAV0489 		MMPL domain protein 		101	104	73	82	0.754	9.98E-04	no
SCLAV0490 		Glycosyl hydrolase family 109 protein 		105	109	88	83	0.797	8.76E-04	no
SCLAV0491 		Putative ABC transporter ATPase and permease component 		182	184	191	195	1.056	4.50E-02	no
SCLAV0492 		ABC transporter 		130	132	142	114	0.975	1.09E-01	no
SCLAV0494 		Integral membrane protein 		96	106	88	98	0.924	3.21E-02	no
SCLAV0495 		ATP-dependent helicase 		176	170	150	158	0.892	2.19E-03	no
SCLAV0496 		Acyl-CoA thioesterase 	3.1.2.-	67	80	64	89	1.049	1.81E-01	no
SCLAV0497 		Glutathione peroxidase 	1.11.1.9	191	201	332	366	1.779	4.90E-04	yes
SCLAV0500 		Hypothetical protein		67	73	74	82	1.121	1.88E-01	no
SCLAV0501 		Putative transcriptional regulator 		60	56	57	61	1.023	1.81E-01	no
SCLAV0502 		Helix-turn-helix motif 		62	68	58	65	0.945	6.92E-02	no
SCLAV0503 		Acyl-CoA dehydrogenase 		96	86	92	94	1.022	1.84E-01	no
SCLAV0504 		TetR-family transcriptional regulator protein 		43	49	47	38	0.917	6.92E-02	no
SCLAV0505 	def	Peptide deformylase 	3.5.1.88	101	113	100	103	0.95	4.50E-02	no
SCLAV0506 		Ligase 		169	166	181	171	1.049	1.84E-01	no
SCLAV0507 		Glutamine amidotransferase 		106	106	121	126	1.163	3.16E-03	no
SCLAV0508 		6-phosphofructokinase 	2.7.1.11	115	107	200	209	1.837	4.90E-04	yes
SCLAV0509 		Integral membrane protein 		128	135	123	128	0.953	2.21E-02	no
SCLAV0511 		Regulatory protein 		125	124	94	99	0.775	4.90E-04	no
SCLAV0513 		Putative geranylgeranyl diphosphate synthase 		99	106	77	80	0.768	8.76E-04	no
SCLAV0514 		Putative polyprenyl synthetase 		92	84	75	68	0.814	3.16E-03	no
SCLAV0516 		UPF0089 domain containing protein		50	58	43	42	0.785	4.42E-03	no
SCLAV0517 		Acyltransferase 	2.3.1.51	286	285	227	238	0.814	4.90E-04	no
SCLAV0518 		secreted tripeptidylaminopeptidase 		116	130	196	223	1.7	7.86E-04	no
SCLAV0519 	ureD	Urease accessory protein 		30	29	20	21	0.69	2.19E-03	no
SCLAV0520 	ureG	Urease accessory protein ureG 1 		75	66	69	52	0.861	3.21E-02	no
SCLAV0521 	ureF	Putative urease accessory protein 		41	50	42	57	1.086	1.84E-01	no
SCLAV0522 	ureC	Urease 	3.5.1.5	58	60	91	110	1.701	2.63E-03	no
SCLAV0523 	ureB	Urease subunit beta 	3.5.1.5	57	62	100	85	1.547	3.66E-03	no
SCLAV0524 	ureA	urease subunit gamma 	3.5.1.5	62	72	91	107	1.477	7.63E-03	no
SCLAV0525 		prevent-host-death family protein		657	612	307	322	0.497	4.90E-04	no
SCLAV0526 		ATP-dependent Clp protease proteolytic subunit 	3.4.21.92	252	248	99	111	0.421	4.90E-04	no
SCLAV0527 		Hypothetical protein		108	109	55	71	0.581	7.86E-04	no
SCLAV0529 		NLP/P60-family protein 		80	83	70	70	0.862	1.63E-03	no
SCLAV0530 	bioF	Putative 8-amino-7-oxononanoate synthase 	2.3.1.47	35	35	26	24	0.711	1.63E-03	no
SCLAV0531 	bioB	Biotin synthase 	2.8.1.6	83	94	85	82	0.943	4.50E-02	no
SCLAV0532 		Adenosylmethionine-8-amino-7-oxononanoate transaminase 	2.6.1.62	77	83	66	73	0.874	7.63E-03	no
SCLAV0533 	bioD	Dethiobiotin synthetase 	6.3.3.3	92	96	95	92	0.991	1.56E-01	no
SCLAV0535 		Acetyltransferase 		64	53	61	67	1.096	1.90E-01	no
SCLAV0536 		Putative integral membrane protein 		55	73	72	66	1.076	1.88E-01	no
SCLAV0537 		Integral membrane protein 		75	67	63	75	0.963	1.09E-01	no
SCLAV0538 		DUF1503 domain containing protein		93	88	107	103	1.153	1.53E-02	no
SCLAV0539 		Lipase_GDSL domain containing protein		94	91	96	99	1.054	1.88E-01	no
SCLAV0540 		Adenylosuccinate lyase 	4.3.2.2	145	150	107	102	0.709	4.90E-04	no
SCLAV0541 		G/U mismatch-specific DNA glycosylase 	3.2.2.-	63	70	62	57	0.897	2.21E-02	no
SCLAV0542 		Putative ROK-family transcriptional regulator 		62	56	59	61	1.019	1.81E-01	no
SCLAV0544 		Hypothetical protein		114	114	152	202	1.547	1.53E-02	no
SCLAV0545 		Putative integral membrane protein 		93	76	70	77	0.867	2.21E-02	no
SCLAV0546 		Putative GntR-family transcriptional regulator with an aminotransferase domain 		60	65	49	50	0.796	2.19E-03	no
SCLAV0547 		Putative secreted alkaline phosphatase 		96	99	198	193	2.011	4.90E-04	yes
SCLAV0548 		Zinc finger SWIM domain protein 		247	253	159	158	0.633	4.90E-04	no
SCLAV0549 		Putative secreted protein 		286	315	196	206	0.668	4.90E-04	no
SCLAV0550 		GCN5-related N-acetyltransferase		190	190	615	608	3.217	4.90E-04	yes
SCLAV0551 		Conserved hypothetical protein		138	143	215	215	1.525	4.90E-04	yes
SCLAV0552 		3-ketoacyl reductase 		70	75	120	129	1.714	4.90E-04	yes
SCLAV0553 		Exonuclease 		167	172	104	97	0.592	4.90E-04	no
SCLAV0554 		Exonuclease 		218	235	114	105	0.483	4.90E-04	no
SCLAV0556 		Putative lipoprotein 		56	65	38	41	0.657	1.28E-03	no
SCLAV0557 		CinZ protein 		96	110	96	97	0.942	3.21E-02	no
SCLAV0558 		CoA-binding domain protein 		351	350	418	412	1.184	4.90E-04	yes
SCLAV0559 		Putative sugar acetyltransferase 		135	115	93	117	0.837	1.53E-02	no
SCLAV0560 		sensor kinase 		80	93	60	68	0.738	3.16E-03	no
SCLAV0562 	cvhB	roadblock/LC7 family protein		36	32	26	26	0.756	5.85E-03	no
SCLAV0563 	cvhC	DUF742 domain containing protein		60	64	53	52	0.851	3.66E-03	no
SCLAV0564 		putative ATP/GTP-binding protein 		82	80	58	54	0.694	4.90E-04	no
SCLAV0565 		Cytochrome P450 		91	94	84	77	0.871	4.42E-03	no
SCLAV0566 		cytochrome P450 	1.14.-.-	68	66	64	60	0.928	2.21E-02	no
SCLAV0567 		Siderophore binding protein 		58	60	43	53	0.808	7.63E-03	no
SCLAV0568 		Hypothetical protein		153	173	165	168	1.019	1.84E-01	no
SCLAV0569 		Putative membrane protein 		94	107	67	71	0.687	9.98E-04	no
SCLAV0570 		spermidine synthase-like protein		74	80	56	61	0.76	1.28E-03	no
SCLAV0571 	"tuf2, tuf"	elongation factor Tu 	3.6.5.3	63	70	39	45	0.634	9.98E-04	no
SCLAV0573 		Integral membrane protein 		74	89	56	62	0.723	3.16E-03	no
SCLAV0574 	uppP	Undecaprenyl-diphosphatase 	3.6.1.27	141	140	288	289	2.054	4.90E-04	yes
SCLAV0576 		Hypothetical protein		90	97	79	75	0.823	2.19E-03	no
SCLAV0577 		Ribosomal RNA small subunit methyltransferase 		69	75	45	41	0.598	6.56E-04	no
SCLAV0578 		Hypothetical protein		65	59	77	78	1.245	7.63E-03	no
SCLAV0579 		lipoprotein N-acyltransferase (integral membrane) 	2.3.1.-	52	55	51	53	0.969	6.92E-02	no
SCLAV0580 		Oxidoreductase 		73	84	55	61	0.735	2.63E-03	no
SCLAV0581 		Hypothetical protein		77	66	46	46	0.639	1.03E-03	no
SCLAV0582 		Hypothetical protein		97	97	82	99	0.935	4.50E-02	no
SCLAV0583 		Uracil-DNA glycosylase 	3.2.2.-	118	123	118	118	0.978	6.92E-02	no
SCLAV0584 		Solute binding transport lipoprotein 		148	159	195	205	1.303	8.76E-04	no
SCLAV0586 		Putative 3-oxoacyl-[acyl-carrier protein] reductase 	1.1.1.100	80	80	134	129	1.64	4.90E-04	yes
SCLAV0587 	fabG	3-oxoacyl-(ACP) reductase 	1.1.1.100	70	71	159	159	2.252	4.90E-04	yes
SCLAV0588 		Hypothetical protein		178	174	229	225	1.289	4.90E-04	yes
SCLAV0589 		Hypothetical protein		91	102	92	98	0.983	1.09E-01	no
SCLAV0590 		Dipeptidyl aminopeptidase/acylaminoacyl peptidase 	3.4.14.5	77	77	72	73	0.943	1.04E-02	no
SCLAV0591 		Iron sulfur protein 		71	69	57	58	0.822	1.03E-03	no
SCLAV0592 		Isochorismatase hydrolase 		21	19	2	3	0.11	6.56E-04	no
SCLAV0593 		putative pyridoxamine 5''''-phosphate oxidase-related protein 		60	54	35	29	0.569	8.76E-04	no
SCLAV0594 		Putative LysR-family transcriptional regulator 		79	83	55	51	0.654	4.90E-04	no
SCLAV0595 		Integral membrane protein 		32	32	18	22	0.626	2.19E-03	no
SCLAV0596 		GntR-family transcriptional regulator 		156	178	61	64	0.372	4.90E-04	no
SCLAV0597 		flavin-nucleotide-binding protein 		38	42	40	37	0.964	1.09E-01	no
SCLAV0598 		Putative integral membrane protein 		52	63	27	27	0.465	8.76E-04	no
SCLAV0599 		Integral membrane protein 		508	492	387	401	0.789	4.90E-04	no
SCLAV0600 		Hypothetical protein		1229	1078	1068	984	0.889	7.63E-03	no
SCLAV0602 		Polyketide_cyc2 domain containing protein		46	52	22	21	0.44	5.79E-04	no
SCLAV0603 		Putative PadR-like family transcriptional regulator 		324	345	78	77	0.232	4.90E-04	no
SCLAV0604 		Phenazine biosynthesis protein 		45	50	29	32	0.642	1.19E-03	no
SCLAV0605 		Integral membrane protein 		87	81	51	53	0.623	4.90E-04	no
SCLAV0606 		Hypothetical protein		322	332	327	339	1.019	1.90E-01	no
SCLAV0607 		Secreted protein 		657	626	563	597	0.903	2.19E-03	no
SCLAV0608 		Hypothetical protein		770	734	867	851	1.142	7.86E-04	no
SCLAV0609 	gcsP	Glycine dehydrogenase [decarboxylating] 	1.4.4.2	184	152	151	130	0.834	1.04E-02	no
SCLAV0611 		DNA polymerase IV 	2.7.7.7	287	288	121	127	0.432	4.90E-04	no
SCLAV0612 		Predicted transcriptional regulator		89	100	163	155	1.683	4.90E-04	yes
SCLAV0613 		Conserved hypothetical protein		207	200	330	288	1.519	8.76E-04	no
SCLAV0614 		Putative MerR family regulatory protein 		318	313	310	296	0.961	1.04E-02	no
SCLAV0615 		FHA domain protein		547	542	541	526	0.98	1.53E-02	no
SCLAV0616 		Conserved hypothetical protein		78	83	119	120	1.478	4.90E-04	yes
SCLAV0617 		Integral membrane protein 		96	97	185	155	1.759	1.03E-03	no
SCLAV0618 		Membrane associated protein 		179	205	317	355	1.752	4.90E-04	yes
SCLAV0620 	mpg	Mannose-1-phosphate guanyltransferase 	5.4.2.8	480	482	845	808	1.718	4.90E-04	yes
SCLAV0621 		CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyl-transferase 	2.7.8.5	38	38	52	50	1.336	2.63E-03	no
SCLAV0622 		Hypothetical protein		99	99	171	150	1.616	7.86E-04	no
SCLAV0623 	ptsA	Putative phosphoenolpyruvate-dependent sugar phosphotransferase 	2.7.1.69	67	71	43	40	0.598	4.90E-04	no
SCLAV0624 	PT1	Phosphoenolpyruvate-protein phosphotransferase 	2.7.3.9	146	141	76	78	0.537	4.90E-04	no
SCLAV0625 		Hypothetical protein		58	67	58	64	0.978	1.09E-01	no
SCLAV0626 		Acetoacetyl-CoA synthetase 	6.2.1.16	27	31	35	33	1.168	1.88E-01	no
SCLAV0627 		Putative glycosyl hydrolase 		76	76	179	193	2.438	4.90E-04	yes
SCLAV0628 		Nudix/MutT family protein 		97	87	115	105	1.193	4.50E-02	no
SCLAV0629 		DUF35 domain containing protein		141	156	204	209	1.388	4.90E-04	yes
SCLAV0630 		lipid-transfer protein 		78	70	88	91	1.204	2.21E-02	no
SCLAV0631 	glpF	Putative glycerol uptake facilitator protein  		63	65	130	126	2	4.90E-04	yes
SCLAV0632 	glpK	Putative glycerol kinase 	2.7.1.30	125	134	258	247	1.953	4.90E-04	yes
SCLAV0633 		Putative ATP/GTP-binding protein 		64	67	81	80	1.227	2.63E-03	no
SCLAV0634 		DUF742 domain containing protein		68	82	79	90	1.126	1.90E-01	no
SCLAV0635 		putative sensor-like histidine kinase 		62	61	70	76	1.185	4.50E-02	no
SCLAV0636 		putative sensor-like histidine kinase 		73	87	81	97	1.116	1.90E-01	no
SCLAV0637 		Hypothetical protein		758	667	322	313	0.446	4.90E-04	no
SCLAV0638 		Herpes_BLLF1 multi-domain protein		101	103	77	71	0.725	5.79E-04	no
SCLAV0639 		Putative membrane protein 		45	44	30	28	0.647	8.76E-04	no
SCLAV0641 		membrane protein 		96	92	69	70	0.737	4.90E-04	no
SCLAV0643 		Putative GntR-family transcriptional regulator 		91	90	62	76	0.766	2.63E-03	no
SCLAV0644 		Putative transmembrane efflux protein 		61	58	51	55	0.886	1.04E-02	no
SCLAV0645 		UPF0271 protein SAV_6939 		42	39	41	40	1.001	1.56E-01	no
SCLAV0646 	kipI	Putative inhibitor of KinA 		51	73	43	50	0.752	1.53E-02	no
SCLAV0647 	kipA	Antagonist of KipI 		35	34	36	40	1.107	1.90E-01	no
SCLAV0648 		Putative hydantoinase/oxoprolinase 	3.5.2.9	57	63	42	39	0.667	1.03E-03	no
SCLAV0649 		Hypothetical protein		211	220	365	380	1.731	4.90E-04	yes
SCLAV0650 		Putative ankyrin-like protein 		62	55	58	52	0.94	6.92E-02	no
SCLAV0653 		Putative membrane protein 		53	50	33	35	0.661	8.76E-04	no
SCLAV0654 		Putative GntR-family transcriptional regulator with an aminotransferase domain 		57	59	47	54	0.871	1.53E-02	no
SCLAV0655 		integral membrane protein 		41	35	29	35	0.838	2.21E-02	no
SCLAV0656 		Putative phosphodiesterase 	3.1.4.46	79	76	75	79	0.993	1.56E-01	no
SCLAV0657 		Putative permease of the major facilitator superfamily 		83	83	88	95	1.106	1.81E-01	no
SCLAV0658 		Hypothetical protein		1610	1382	1590	1416	1.005	1.81E-01	no
SCLAV0659 		Putative membrane protein 		153	155	145	150	0.957	1.53E-02	no
SCLAV0660 		Glycosyl transferase 		109	117	110	112	0.979	1.09E-01	no
SCLAV0661 		Hypothetical protein		107	111	122	127	1.139	1.04E-02	no
SCLAV0662 		amidohydrolase 3 		82	95	69	80	0.843	1.04E-02	no
SCLAV0663 		AsnC-family transcriptional regulatory protein 		54	62	64	71	1.167	1.84E-01	no
SCLAV0664 		Hypothetical protein		104	109	346	341	3.227	4.90E-04	yes
SCLAV0665 	fadE	Acyl-CoA dehydrogenase 	1.3.99.-	66	54	87	110	1.637	1.04E-02	no
SCLAV0667 		Putative TetR-family transcriptional regulator 		45	42	43	39	0.946	6.92E-02	no
SCLAV0668 		Hypothetical protein		77	82	73	73	0.914	1.04E-02	no
SCLAV0669 		membrane protein 		62	58	45	56	0.844	1.53E-02	no
SCLAV0670 		Hypothetical protein		66	65	74	73	1.122	2.21E-02	no
SCLAV0671 		ATPase 		224	220	262	277	1.216	8.76E-04	no
SCLAV0672 		Putative integral membrane protein 		61	64	65	69	1.076	1.90E-01	no
SCLAV0673 		Secreted protein 		57	61	60	68	1.089	1.90E-01	no
SCLAV0674 		DUF2581 domain containing protein		104	132	91	109	0.845	2.21E-02	no
SCLAV0675 	hisG	ATP phosphoribosyltransferase 	2.4.2.17	110	101	123	119	1.148	3.21E-02	no
